temperature_C,humidity_pct,hour_of_day,cloud_cover_pct,people_in_room,room_size_m2,wall_material,fan_speed,season,cooling_needed
37.2,57,23,91,4,30,Mud,3,Summer,Yes
26.9,67,15,51,3,40,Mud,2,Spring,Yes
25.4,44,6,56,6,14,Concrete,2,Spring,No
29.9,66,19,2,4,35,Brick,2,Spring,No
18.4,37,10,51,2,39,Mud,0,Spring,No
19.8,43,5,58,6,13,Brick,0,Autumn,No
25.1,41,4,67,3,26,Brick,1,Spring,No
21.3,48,5,27,5,9,Brick,2,Spring,No
20.7,54,20,25,0,26,Concrete,1,Spring,No
26.4,48,8,15,5,29,Brick,1,Spring,Yes
24.3,57,17,0,3,16,Brick,1,Autumn,No
32.6,38,5,79,4,27,Brick,2,Autumn,Yes
31.7,66,6,19,6,27,Brick,3,Autumn,Yes
14.9,59,10,57,5,19,Concrete,0,Winter,No
30.1,87,17,12,2,16,Brick,1,Summer,Yes
23.3,64,7,69,6,22,Mud,2,Winter,No
43.0,59,7,42,3,38,Brick,3,Summer,Yes
26.6,43,23,24,2,31,Brick,0,Autumn,No
42.5,52,5,89,6,9,Mud,2,Summer,Yes
24.8,48,2,22,5,30,Concrete,1,Spring,No
11.9,60,14,69,4,27,Brick,0,Winter,No
46.5,61,16,46,4,29,Brick,3,Summer,Yes
21.3,71,18,44,1,21,Mud,2,Autumn,No
19.7,58,8,60,3,19,Mud,0,Winter,No
30.3,49,6,72,0,23,Mud,2,Spring,No
21.0,55,1,71,1,26,Concrete,1,Spring,No
29.1,46,4,29,1,32,Brick,2,Spring,No
17.0,59,2,75,5,23,Mud,0,Winter,No
30.6,94,1,100,1,35,Brick,1,Summer,Yes
46.5,53,12,95,0,17,Mud,3,Summer,Yes
15.0,57,7,36,1,16,Brick,0,Winter,No
12.1,54,21,38,5,29,Brick,0,Winter,No
23.0,59,14,80,6,20,Concrete,0,Spring,Yes
26.1,61,3,36,6,40,Mud,1,Autumn,No
33.7,63,21,54,0,34,Brick,2,Autumn,Yes
27.2,72,1,85,0,14,Mud,1,Autumn,No
35.0,53,13,79,0,34,Brick,3,Summer,Yes
13.0,35,2,62,6,13,Brick,0,Winter,No
34.3,83,22,1,2,37,Concrete,2,Summer,Yes
18.9,46,14,84,5,30,Brick,0,Autumn,No
20.3,46,6,28,4,37,Mud,2,Autumn,No
19.4,63,9,4,2,29,Mud,0,Autumn,No
45.3,86,20,51,6,21,Brick,3,Summer,Yes
33.6,71,14,77,5,14,Concrete,3,Autumn,Yes
27.0,67,22,26,0,19,Mud,1,Autumn,No
21.3,65,15,96,6,26,Concrete,1,Spring,No
41.9,68,13,22,5,21,Brick,3,Summer,Yes
36.1,87,5,0,4,15,Concrete,3,Summer,Yes
33.3,76,6,27,6,11,Mud,2,Summer,Yes
46.4,68,20,59,0,27,Brick,3,Summer,Yes
22.1,57,10,4,3,39,Concrete,0,Winter,No
25.3,38,10,94,5,14,Brick,2,Autumn,No
36.7,67,18,96,6,32,Concrete,3,Summer,Yes
27.9,59,13,89,0,29,Mud,1,Spring,No
20.5,36,3,44,2,36,Concrete,1,Autumn,No
16.3,34,19,99,0,24,Mud,0,Winter,No
21.4,62,14,31,0,29,Mud,2,Autumn,No
16.5,50,5,10,1,19,Mud,0,Winter,No
22.0,45,1,84,3,19,Concrete,0,Winter,No
42.3,70,5,70,3,8,Mud,3,Summer,Yes
35.0,79,6,91,6,13,Mud,3,Summer,Yes
23.6,60,8,73,2,20,Brick,1,Spring,No
23.7,51,10,78,4,15,Brick,1,Autumn,No
31.2,59,19,26,0,21,Brick,1,Autumn,Yes
22.0,45,6,34,1,30,Brick,1,Spring,No
21.6,41,21,9,4,24,Brick,1,Winter,No
46.6,61,20,63,1,33,Brick,3,Summer,Yes
13.1,38,22,38,2,30,Brick,1,Winter,No
31.5,59,16,23,4,14,Mud,3,Spring,Yes
39.2,74,6,39,5,16,Concrete,3,Summer,Yes
31.0,68,8,67,2,24,Concrete,2,Spring,Yes
22.9,51,20,91,1,25,Brick,1,Winter,No
10.3,35,23,85,1,31,Brick,0,Winter,No
26.9,55,6,97,4,22,Concrete,1,Spring,No
10.9,55,20,16,4,12,Concrete,0,Winter,No
30.9,49,4,27,2,12,Brick,1,Spring,Yes
33.9,74,5,61,6,18,Concrete,1,Summer,Yes
41.4,77,18,37,6,9,Concrete,3,Summer,Yes
20.7,54,3,79,0,24,Mud,1,Autumn,No
44.2,67,1,69,5,14,Concrete,2,Summer,Yes
36.2,51,2,75,5,21,Brick,3,Summer,Yes
20.2,62,19,35,6,24,Mud,2,Winter,No
23.2,64,10,86,5,33,Brick,1,Spring,No
25.1,67,13,10,4,13,Brick,2,Spring,Yes
20.4,63,22,11,3,32,Brick,1,Winter,No
18.0,35,2,34,6,31,Brick,0,Spring,No
32.0,70,16,42,4,28,Concrete,3,Summer,Yes
14.3,42,23,20,3,26,Concrete,1,Winter,No
18.5,36,13,94,0,33,Concrete,0,Spring,No
43.6,92,18,48,2,14,Brick,2,Summer,Yes
19.6,40,19,37,0,11,Brick,0,Winter,No
36.0,68,13,84,1,24,Brick,2,Summer,Yes
22.7,44,21,73,5,32,Brick,1,Winter,No
22.5,36,0,16,5,13,Concrete,1,Winter,No
46.7,88,2,30,5,26,Mud,3,Summer,Yes
15.7,41,6,64,3,27,Brick,1,Winter,No
25.0,39,13,26,0,35,Mud,1,Spring,No
37.3,64,14,57,0,30,Brick,3,Summer,Yes
17.6,53,13,72,5,36,Concrete,0,Winter,No
44.2,94,16,94,6,35,Mud,3,Summer,Yes
41.7,56,12,36,4,28,Mud,3,Summer,Yes
23.3,46,1,9,1,17,Concrete,1,Autumn,No
25.7,53,18,56,1,26,Brick,0,Spring,No
28.3,73,20,77,4,33,Brick,2,Autumn,No
20.7,53,7,0,2,23,Concrete,0,Winter,No
31.9,68,7,80,6,39,Mud,1,Summer,Yes
11.1,41,22,30,6,25,Brick,1,Winter,No
44.3,79,5,65,4,24,Brick,3,Summer,Yes
24.3,43,19,81,2,34,Mud,1,Spring,No
21.9,35,19,81,0,8,Mud,2,Spring,No
44.2,73,22,77,0,17,Brick,2,Summer,Yes
30.4,62,21,61,4,25,Mud,3,Spring,Yes
10.3,59,18,80,1,37,Brick,0,Winter,No
23.2,50,12,86,2,17,Brick,1,Winter,No
25.9,56,22,23,1,40,Mud,1,Spring,No
24.6,57,8,13,0,35,Concrete,1,Autumn,No
30.6,91,4,98,6,8,Mud,1,Summer,Yes
13.6,55,1,18,4,8,Brick,1,Winter,No
42.7,90,13,92,5,32,Brick,3,Summer,Yes
43.5,79,19,14,2,30,Brick,2,Summer,Yes
22.1,36,5,55,2,23,Concrete,1,Winter,No
40.7,66,17,95,6,34,Brick,3,Summer,Yes
13.6,39,14,0,1,23,Brick,0,Winter,No
23.8,58,11,14,1,22,Brick,1,Autumn,No
22.2,42,10,22,0,18,Brick,1,Winter,No
25.5,62,18,5,1,17,Concrete,1,Spring,No
20.4,52,6,87,1,16,Brick,1,Winter,No
18.9,35,18,57,2,30,Mud,0,Winter,No
33.3,78,16,69,2,35,Brick,3,Summer,Yes
26.1,36,7,52,2,8,Brick,0,Autumn,No
23.5,35,12,18,0,12,Concrete,0,Spring,No
23.3,44,15,69,0,16,Brick,1,Spring,No
33.7,51,2,21,2,17,Mud,2,Autumn,Yes
21.8,42,9,28,6,40,Concrete,0,Spring,No
27.6,45,14,24,6,10,Brick,2,Spring,Yes
20.2,32,0,78,1,30,Concrete,1,Winter,No
43.2,63,20,45,1,32,Concrete,2,Summer,Yes
26.1,40,13,32,1,8,Mud,1,Autumn,No
15.0,48,3,23,0,22,Brick,0,Winter,No
23.9,44,13,12,3,9,Mud,1,Spring,No
21.0,33,17,38,0,30,Mud,0,Winter,No
21.2,30,6,49,5,32,Concrete,1,Winter,No
23.7,39,3,96,2,11,Brick,1,Autumn,No
34.7,60,18,54,5,19,Concrete,2,Summer,Yes
32.9,82,17,86,3,32,Brick,3,Summer,Yes
42.3,68,10,41,5,34,Concrete,2,Summer,Yes
20.3,40,9,22,1,38,Mud,1,Spring,No
23.9,55,2,80,6,40,Brick,0,Spring,No
28.9,54,18,8,4,10,Brick,2,Autumn,No
18.3,36,9,15,3,39,Mud,0,Winter,No
41.2,69,7,87,5,34,Concrete,3,Summer,Yes
40.1,89,11,48,4,27,Mud,3,Summer,Yes
19.8,69,5,39,5,14,Mud,0,Spring,No
31.2,56,9,100,2,27,Concrete,3,Autumn,No
30.7,43,18,73,6,9,Brick,2,Autumn,No
32.0,50,1,72,3,39,Mud,3,Autumn,No
31.5,75,13,85,2,19,Brick,2,Summer,Yes
33.0,53,9,13,2,12,Brick,2,Summer,Yes
27.5,65,19,17,6,17,Mud,0,Autumn,Yes
33.1,67,7,89,0,39,Mud,2,Summer,Yes
29.9,49,14,2,0,24,Mud,2,Spring,Yes
39.3,71,3,88,1,8,Concrete,2,Summer,Yes
29.0,59,4,34,3,12,Concrete,2,Autumn,No
20.1,60,16,4,1,27,Concrete,0,Spring,No
42.8,59,5,20,2,25,Mud,3,Summer,Yes
12.6,34,10,91,1,33,Brick,1,Winter,No
29.4,65,10,71,1,36,Brick,2,Spring,No
21.7,47,16,54,6,15,Concrete,1,Spring,No
30.1,53,8,68,3,28,Brick,3,Summer,Yes
26.5,51,20,28,0,12,Concrete,2,Spring,No
10.2,50,10,30,6,29,Mud,0,Winter,No
41.8,56,22,5,6,31,Brick,2,Summer,Yes
35.6,57,23,68,3,31,Brick,3,Summer,Yes
34.1,66,23,37,1,31,Brick,2,Summer,Yes
35.4,82,21,77,3,23,Brick,3,Summer,Yes
19.1,65,1,3,1,38,Brick,0,Spring,No
40.9,92,19,50,4,40,Mud,3,Summer,Yes
30.3,61,21,18,5,12,Brick,2,Spring,Yes
25.4,39,23,79,4,31,Mud,1,Autumn,No
19.9,60,19,11,6,26,Brick,0,Winter,No
45.1,52,7,21,6,13,Brick,3,Summer,Yes
22.9,68,6,100,4,37,Brick,1,Autumn,No
44.1,91,0,63,0,19,Concrete,3,Summer,Yes
22.0,46,13,90,2,26,Brick,0,Spring,No
15.1,54,14,1,2,8,Mud,0,Winter,No
19.2,37,9,58,0,38,Concrete,1,Spring,No
46.9,58,0,44,5,38,Concrete,3,Summer,Yes
18.4,59,6,36,2,27,Brick,0,Winter,No
27.3,39,16,19,5,26,Concrete,1,Spring,Yes
24.5,39,13,36,5,11,Mud,0,Spring,Yes
29.5,35,12,74,2,38,Brick,1,Spring,No
18.4,53,19,46,0,20,Brick,1,Winter,No
38.2,61,17,57,5,39,Mud,3,Summer,Yes
31.8,60,0,36,5,24,Brick,2,Spring,Yes
17.9,64,14,82,5,27,Concrete,1,Winter,No
33.3,59,16,25,2,28,Mud,2,Autumn,Yes
37.1,55,14,3,0,21,Brick,3,Summer,Yes
16.1,54,0,95,4,15,Brick,0,Winter,No
16.3,32,8,21,0,12,Brick,0,Winter,No
30.8,47,17,46,1,11,Mud,2,Spring,Yes
28.9,74,13,39,3,15,Brick,1,Autumn,Yes
20.4,48,9,68,2,8,Mud,2,Spring,No
24.9,55,18,33,0,22,Mud,1,Spring,No
46.7,69,11,75,5,28,Concrete,3,Summer,Yes
25.3,57,6,71,3,15,Brick,1,Spring,No
20.3,40,13,97,5,22,Brick,0,Spring,No
37.1,61,5,23,5,8,Brick,2,Summer,Yes
20.4,63,21,99,6,40,Concrete,0,Winter,No
22.7,35,16,38,0,40,Concrete,1,Spring,No
18.9,63,15,80,5,27,Concrete,0,Spring,No
27.6,38,18,66,6,8,Brick,0,Spring,Yes
26.3,45,11,47,6,20,Brick,2,Spring,Yes
27.9,66,18,32,5,14,Brick,2,Spring,Yes
31.8,42,10,11,5,31,Concrete,1,Spring,Yes
29.9,52,21,30,6,16,Concrete,3,Spring,Yes
30.8,52,16,86,1,9,Brick,3,Summer,Yes
25.6,37,4,19,3,14,Concrete,1,Autumn,No
15.7,33,2,87,5,31,Mud,0,Winter,No
23.1,34,15,51,0,17,Brick,1,Winter,No
16.5,57,13,85,3,38,Brick,0,Winter,No
34.3,91,13,78,1,15,Concrete,2,Summer,Yes
20.4,62,3,28,3,12,Brick,1,Winter,No
31.0,73,1,88,4,9,Mud,2,Summer,Yes
44.1,78,10,42,5,26,Brick,3,Summer,Yes
21.7,42,4,72,4,8,Brick,2,Winter,No
20.9,50,10,51,4,19,Brick,1,Winter,No
28.4,57,14,79,0,32,Brick,2,Autumn,No
34.5,62,9,70,2,34,Concrete,2,Summer,Yes
19.8,35,23,54,4,36,Concrete,0,Winter,No
16.5,37,8,42,6,24,Concrete,0,Winter,No
31.1,44,5,98,0,19,Concrete,2,Autumn,No
41.4,78,8,57,6,36,Concrete,3,Summer,Yes
